Location,Cross_Street,Latitude,Longitude,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Weapon_Used_Code,Weapon_Description,Status,Status_Description,Year_Reported,Year_Occurred,Month_Reported,Month_Occurred,Day_Reported,Day_Occurred
700 W  73RD                         ST,,33.9737,-118.2856,1829.0,12.0,77th Street,1256.0,1.0,0906 1822 0309 0302 1402 1407 1100 0430,24.0,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,2020,2020,4,4,26,26
3000 W  OLYMPIC                      BL,,34.0526,-118.3004,2155.0,20.0,Olympic,2054.0,2.0,0100 1822 0928,29.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2023,2020,5,8,8,1
6TH,CENTRAL,34.039,-118.24,1200.0,1.0,Central,158.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,9,8,5,29
6700 N  SEPULVEDA                    BL,,34.1921,-118.4662,1300.0,9.0,Van Nuys,923.0,2.0,0446 0416 2004,46.0,M,O,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,2020,2020,10,10,8,8
FORMOSA,FOUNTAIN,34.0944,-118.3462,150.0,6.0,Hollywood,644.0,1.0,0416 2034 0344 0400 1402 1822,42.0,M,W,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,2020,2020,4,4,15,15
100 E  5TH                          ST,,34.0471,-118.2474,2120.0,1.0,Central,145.0,2.0,0903 1536 2054 0416 1822 1218 2004,35.0,M,W,702.0,OFFICE BUILDING/OFFICE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,5,5,17,17
5200    WILSHIRE                     BL,,34.0622,-118.3434,1040.0,7.0,Wilshire,737.0,1.0,0329,33.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,AO,Adult Other,2020,2020,11,11,19,19
4200 W  SUNSET                       BL,,34.0941,-118.2822,1120.0,11.0,Northeast,1162.0,1.0,1300 0400 1606 0416 2029 0421 0448 0913,28.0,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,6,6,12,12
800 W  14TH                         ST,,33.7315,-118.2946,1700.0,5.0,Harbor,563.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,21,20
400 W  GAGE                         AV,,33.9824,-118.2807,900.0,12.0,77th Street,1249.0,1.0,0344 0913 1823,26.0,M,W,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,23,23
VERMONT                      AV,87TH                         ST,33.959,-118.2919,1150.0,12.0,77th Street,1265.0,2.0,0443 0913,41.0,M,H,103.0,ALLEY,511.0,VERBAL THREAT,IC,Invest Cont,2020,2020,1,1,22,22
6300    COLDWATER CANYON             AV,,34.1781,-118.4179,800.0,9.0,Van Nuys,939.0,1.0,0913 0561 0373 0416 0447 1414 0334,52.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207.0,OTHER KNIFE,AA,Adult Arrest,2020,2020,11,11,22,22
600 S  SAN PEDRO                    ST,,34.0421,-118.2469,1200.0,1.0,Central,166.0,1.0,0344 1202 1218 1822 0394,67.0,F,B,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,7,4,29,12
800    MILWOOD                      AV,,33.9943,-118.4622,1400.0,14.0,Pacific,1432.0,2.0,2038,53.0,M,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,5,5
700 W  52ND                         PL,,33.995,-118.2842,1400.0,12.0,77th Street,1218.0,2.0,0400 0416 0913 0562,44.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,7,7,21,17
800 N  ALAMEDA                      ST,,34.0563,-118.2374,2000.0,1.0,Central,119.0,1.0,0947 0344 0910 2003 1822,0.0,Unknown,X,252.0,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,9,9
22700 S  WESTERN                      AV,,33.8198,-118.3089,320.0,5.0,Harbor,507.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,17,17
7100    BEVERLY                      BL,,34.0726,-118.3463,1240.0,7.0,Wilshire,726.0,2.0,1822 0444 0416 2031 0903 2055 1516,30.0,F,H,252.0,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,8,8,17,17
MANCHESTER                   AV,SAN PEDRO                    BL,33.9601,-118.2695,2020.0,12.0,77th Street,1268.0,2.0,0913 0400 0416 1813 2000,34.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,2020,2020,6,6,14,14
MANCHESTER,FIGUEROA                     ST,33.9601,-118.2827,1530.0,12.0,77th Street,1267.0,1.0,0431 1822 1278,46.0,M,H,108.0,PARKING LOT,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,2020,2020,8,8,6,5
11800    SAN VICENTE                  BL,,34.0528,-118.4692,1000.0,8.0,West LA,832.0,1.0,0321 0344 1601 1822 1420,0.0,Unknown,X,738.0,LIBRARY,0.0,No Weapon,AO,Adult Other,2020,2020,8,8,18,16
300 W  SEPULVEDA                    ST,,33.7451,-118.2835,1700.0,5.0,Harbor,558.0,2.0,0329 1300,37.0,F,O,122.0,"VEHICLE, PASSENGER/TRUCK",0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,23,22
2200    FAIR PARK                    AV,,34.1361,-118.215,1630.0,11.0,Northeast,1115.0,1.0,1602 0344 0358 0397,0.0,Unknown,X,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2020,2020,9,8,2,24
600 E  91ST                         ST,,33.9538,-118.2651,2000.0,18.0,Southeast,1806.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,30,29
4600    HOLLYWOOD                    BL,,34.0995,-118.2892,1520.0,11.0,Northeast,1162.0,1.0,0344 0325,0.0,M,O,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,23,23
16700 W  VENTURA                      BL,,34.1584,-118.4974,2100.0,10.0,West Valley,1088.0,1.0,Unknown,0.0,,Unknown,108.0,PARKING LOT,0.0,No Weapon,AO,Adult Other,2020,2020,10,10,30,28
3900    MEIER                        ST,,33.997,-118.4371,1140.0,14.0,Pacific,1445.0,2.0,0400,60.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,2020,2020,4,4,15,14
6500    SUNNYSLOPE                   AV,,34.1886,-118.4268,400.0,9.0,Van Nuys,929.0,1.0,0344 2032,18.0,M,O,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,11,10
4300    TUJUNGA                      AV,,34.1512,-118.3864,301.0,15.0,N Hollywood,1563.0,1.0,1607 0345 1420 0202 0344,0.0,M,W,210.0,RESTAURANT/FAST FOOD,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,2,2
REDONDO,12TH,34.0534,-118.3471,610.0,7.0,Wilshire,745.0,1.0,1300 1309 1601 1402,44.0,F,B,102.0,SIDEWALK,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,25,25
15400    TUBA                         ST,,34.2564,-118.4674,1900.0,19.0,Mission,1952.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,6,6,6,5
16600    DEVONSHIRE                   ST,,34.2575,-118.494,1400.0,17.0,Devonshire,1757.0,1.0,Unknown,0.0,,Unknown,707.0,GARAGE/CARPORT,0.0,No Weapon,AA,Adult Arrest,2020,2020,7,7,5,3
1300    ALLENFORD                    AV,,34.0505,-118.4944,1630.0,8.0,West LA,824.0,1.0,0321 0344 0346,47.0,F,W,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,7,7,2,1
600 S  IRVING                       BL,,34.0617,-118.3185,605.0,20.0,Olympic,2021.0,2.0,1822,0.0,Unknown,X,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),0.0,No Weapon,IC,Invest Cont,2020,2020,7,7,1,1
6TH,SAN JULIAN,34.0435,-118.2471,200.0,1.0,Central,166.0,1.0,0344 2034 1822 0377 0352,51.0,F,B,102.0,SIDEWALK,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,9,9
500    SHEPARD                      ST,,33.707,-118.2885,2000.0,5.0,Harbor,587.0,1.0,0319 0432 0450 0913 1100 1407 1814 1816 2000,31.0,F,W,501.0,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,AA,Adult Arrest,2020,2020,7,7,19,19
8700    CEDROS                       AV,,34.2265,-118.4565,30.0,19.0,Mission,1984.0,2.0,2038 0561,60.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,6,6
12900    LANDALE                      ST,,34.1522,-118.4138,1215.0,9.0,Van Nuys,979.0,2.0,0329,43.0,M,O,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,26,26
6600 S  BROADWAY,,33.979,-118.2783,1850.0,13.0,Newton,1393.0,1.0,Unknown,0.0,,Unknown,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,9,9,12,12
8700 W  BEVERLY                      BL,,34.0764,-118.3786,1700.0,7.0,Wilshire,721.0,1.0,0344 0416,66.0,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,5,5,21,20
VICTORY,BALBOA,34.1866,-118.5011,20.0,10.0,West Valley,1049.0,1.0,1402 0416 1822 0919 1312 1240,43.0,M,H,101.0,STREET,307.0,VEHICLE,AA,Adult Arrest,2020,2020,5,5,5,5
3900 S  NORMANDIE                    AV,,34.0145,-118.3045,1.0,3.0,Southwest,376.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2021,2020,6,12,1,15
CAHUENGA,ODIN,34.1111,-118.3326,1930.0,6.0,Hollywood,615.0,1.0,1300 1307 1601 1609 0329 0344,53.0,F,W,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,19,18
1000 E  ANAHEIM                      ST,,33.7806,-118.2507,320.0,5.0,Harbor,529.0,1.0,1814 0446 0445 0416 0432 0913 1813 2000,35.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",219.0,SCREWDRIVER,AA,Adult Arrest,2020,2020,12,12,29,29
5900 W  79TH                         ST,,33.9651,-118.3862,630.0,14.0,Pacific,1477.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,21,16
7600 S  BROADWAY,,33.9703,-118.2783,1150.0,12.0,77th Street,1258.0,2.0,0356 1212 1822 2004,34.0,M,H,726.0,POLICE FACILITY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,10,10,1,1
SAN FERNANDO,TUXFORD,34.2275,-118.381,1520.0,16.0,Foothill,1673.0,2.0,0329 0919 1822,46.0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,2,2,11,11
1200 N  CAHUENGA                     BL,,0.0,0.0,2300.0,6.0,Hollywood,666.0,1.0,0344 1822,18.0,F,W,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,4,3
5800 S  VERMONT                      AV,,33.9883,-118.2915,1420.0,12.0,77th Street,1239.0,2.0,0400 0444 1822,27.0,F,W,404.0,DEPARTMENT STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,11,11,6,6
3RD                          ST,SAN VICENTE                  BL,34.0736,-118.3785,2000.0,7.0,Wilshire,721.0,2.0,0416 0913 1820 1300 1310 1501,30.0,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,4,4,25,24
W  91ST                         ST,PARK HILL                    DR,33.9553,-118.4286,1630.0,14.0,Pacific,1483.0,1.0,0344 0321 1606,71.0,M,O,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,7,7,5,4
900 S  ARDMORE                      AV,,34.0518,-118.3021,1740.0,20.0,Olympic,2054.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,9,8
5800    LEXINGTON                    AV,,34.0928,-118.3179,1530.0,6.0,Hollywood,667.0,2.0,0100 1822 0930 0928,33.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,12,7,28,2
CHASE                        ST,MARKLEIN                     AV,34.2247,-118.4709,1200.0,19.0,Mission,1981.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,5,4,1,20
200 S  SERRANO                      AV,,34.069,-118.3067,1655.0,20.0,Olympic,2013.0,2.0,0216 1822,0.0,Unknown,X,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,25,25
6600    FALLBROOK                    AV,,34.1883,-118.6274,2034.0,21.0,Topanga,2143.0,1.0,0325,35.0,M,X,406.0,OTHER STORE,0.0,No Weapon,IC,Invest Cont,2020,2020,2,2,9,9
15000    SHERMAN                      WY,,34.2013,-118.4586,1100.0,9.0,Van Nuys,904.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,16,15
7600    DE SOTO                      AV,,34.2083,-118.5885,1130.0,21.0,Topanga,2126.0,1.0,0349 1202,87.0,F,W,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,9,9,30,30
1200    CRYSTAL                      ST,,34.0888,-118.2304,2140.0,11.0,Northeast,1176.0,2.0,0337 1258,12.0,M,H,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,13,2
5200    KESTER                       AV,,34.1649,-118.4574,1100.0,9.0,Van Nuys,952.0,1.0,Unknown,0.0,,Unknown,123.0,PARKING UNDERGROUND/BUILDING,0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,9,7
1100 S  BEVERLY                      DR,,34.0564,-118.3962,1200.0,8.0,West LA,857.0,2.0,0344 1309,0.0,Unknown,X,203.0,OTHER BUSINESS,0.0,No Weapon,AA,Adult Arrest,2020,2020,12,7,14,31
MAIN                         ST,43RD                         ST,34.0057,-118.274,2055.0,13.0,Newton,1351.0,1.0,1822 1218 2024 0334 0344 0906,29.0,M,H,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,2020,2020,3,3,31,31
13900    OXNARD                       ST,,34.1794,-118.4377,1805.0,9.0,Van Nuys,946.0,2.0,2000 0444,30.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,2020,2020,9,9,26,26
4200    EAGLE ROCK                   BL,,34.1218,-118.2252,6.0,11.0,Northeast,1136.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,4,3
13500    MINEOLA                      ST,,34.2343,-118.428,1200.0,19.0,Mission,1977.0,1.0,0385,60.0,M,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,7,6,9,22
700 W  CENTURY                      BL,,33.9455,-118.2875,1000.0,18.0,Southeast,1821.0,2.0,1822 1912 0421 0337 2033,59.0,M,H,501.0,SINGLE FAMILY DWELLING,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,2020,2020,11,11,23,23
1800    LEMOYNE                      ST,,34.0846,-118.2549,1800.0,11.0,Northeast,1183.0,1.0,0344 0385,37.0,M,W,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,5,4,12,24
23900    WESTERN                      AV,,33.8072,-118.3076,1850.0,5.0,Harbor,508.0,1.0,0342 0344 0385 1300 0209 0416 1313,46.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,7,7,29,29
6800 W  HOLLYWOOD                    BL,,34.1016,-118.3391,630.0,6.0,Hollywood,645.0,1.0,0344 1822 0910,47.0,F,B,911.0,MTA - RED LINE - HOLLYWOOD/HIGHLAND,0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,26,26
900    FIGUEROA                     TR,,34.0663,-118.2442,1900.0,1.0,Central,101.0,1.0,Unknown,0.0,,Unknown,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,28,27
8500    BEVERLY                      BL,,34.0761,-118.3772,1640.0,7.0,Wilshire,721.0,1.0,1607,27.0,M,A,727.0,SHOPPING MALL (COMMON AREA),0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,31,31
12000    FOOTHILL                     BL,,34.2764,-118.3971,1425.0,16.0,Foothill,1633.0,1.0,1822 0394 0352,44.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,7,6,31,8
14700    DEVONSHIRE                   ST,,34.2608,-118.4529,1950.0,19.0,Mission,1955.0,1.0,0444 0431 1822,32.0,M,H,301.0,GAS STATION,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,2020,2020,10,10,8,8
1200 S  WESTMORELAND                 AV,,34.049,-118.2891,2000.0,20.0,Olympic,2069.0,1.0,0344 0352 1221 2032 1822,23.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,2,2,9,6
9500    FIRTH                        BL,,33.9501,-118.2477,1600.0,18.0,Southeast,1826.0,2.0,0913 2038,44.0,F,H,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,6,6,13,13
BEVERLY,CURSON,34.0762,-118.3553,1640.0,7.0,Wilshire,713.0,2.0,1822 0444,33.0,M,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,9,9,17,17
5700 S  WESTERN                      AV,,33.9907,-118.3089,2200.0,12.0,77th Street,1213.0,1.0,1266 0913 0334,27.0,M,B,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,2020,2020,6,6,1,1
2800    LANCASTER                    AV,,34.0571,-118.1946,830.0,4.0,Hollenbeck,448.0,1.0,0344,0.0,Unknown,X,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,30,28
4300    TUJUNGA                      AV,,34.148,-118.379,455.0,15.0,N Hollywood,1565.0,1.0,1609 0344 0321 1414,0.0,M,W,252.0,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,28,28
63RD                         ST,VERDUN                       AV,33.9826,-118.346,100.0,12.0,77th Street,1231.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,11,10,6,8
8300    PERSHING                     DR,,33.9619,-118.4455,1620.0,14.0,Pacific,1472.0,2.0,1501,31.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,8,8
3100    BEVERLY                      BL,,34.0719,-118.2822,510.0,2.0,Rampart,231.0,2.0,1822 0329 0400 1609,0.0,Unknown,X,248.0,CELL PHONE STORE,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,28,28
2900    WHITTIER                     BL,,34.0317,-118.2097,900.0,4.0,Hollenbeck,477.0,2.0,0400 0416 0444 0913 0361,40.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,9,9,1,1
2500    CRENSHAW                     BL,,34.0338,-118.337,2253.0,3.0,Southwest,307.0,1.0,Unknown,0.0,,Unknown,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,6,6,12,11
12500    VENICE                       BL,,33.9978,-118.4456,2140.0,14.0,Pacific,1434.0,1.0,0344,0.0,Unknown,X,710.0,OTHER PREMISE,0.0,No Weapon,IC,Invest Cont,2020,2020,6,6,28,28
STADIUM,ELYSIAN PARK,34.0861,-118.2431,1300.0,11.0,Northeast,1175.0,1.0,0344 1307,26.0,F,O,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,4,4
12700    ALBERS                       ST,,34.1703,-118.4103,1300.0,15.0,N Hollywood,1531.0,1.0,0445 1822,25.0,M,W,501.0,SINGLE FAMILY DWELLING,211.0,AXE,AA,Adult Arrest,2020,2020,8,8,29,29
21400    VICTORY                      BL,,34.1884,-118.5975,1500.0,21.0,Topanga,2156.0,1.0,0325 0352,29.0,M,X,404.0,DEPARTMENT STORE,0.0,No Weapon,IC,Invest Cont,2020,2020,2,2,5,5
1400    ECHO PARK                    AV,,34.0778,-118.2567,720.0,11.0,Northeast,1184.0,2.0,0400 1601 0421 0432 0329 0444 1202 0561 0443,61.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,2020,2020,1,1,16,16
DENKER                       AV,54TH                         ST,33.9933,-118.3046,1700.0,12.0,77th Street,1215.0,2.0,2054 1536 0903 1300 0319 0421 0416 0445 0913 0361,40.0,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2020,2020,12,12,6,6
2000 E  114TH                        ST,,33.9315,-118.2363,2300.0,18.0,Southeast,1849.0,1.0,0329 1822 1307 1302 0344,55.0,F,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,16,15
3700 S  GRAND                        AV,,34.0166,-118.2785,1630.0,13.0,Newton,1341.0,1.0,Unknown,0.0,,Unknown,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,21,20
15800    VANOWEN                      ST,,34.1976,-118.4799,1930.0,10.0,West Valley,1029.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,7,7,2,1
8300    RESEDA                       BL,,34.2207,-118.5361,1700.0,17.0,Devonshire,1794.0,1.0,1607 0344 0321,54.0,F,O,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2020,2020,4,3,1,31
7300    ETIWANDA                     AV,,34.2032,-118.5317,2345.0,10.0,West Valley,1015.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,7,7,26,25
8300    TOPANGA CANYON               BL,,34.2196,-118.606,1900.0,21.0,Topanga,2105.0,2.0,0930 1822,62.0,M,H,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2020,2020,7,7,13,11
200 S  BROADWAY,,34.0522,-118.2469,1800.0,1.0,Central,133.0,1.0,1822 0329 1607 1414,58.0,F,H,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,21,18
GULF                         AV,DENNI                        ST,33.7844,-118.2733,1730.0,5.0,Harbor,532.0,2.0,0416 0429 0432 0913,29.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,7,7,19,19
6TH,JULIAN,34.0421,-118.2469,100.0,1.0,Central,166.0,1.0,2032 1822 1218 0344,31.0,M,B,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,2,2,11,7
6600    LANKERSHIM                   BL,,34.1962,-118.3911,1740.0,15.0,N Hollywood,1515.0,1.0,0104 0344 2028 0416 1414 1420 1822 0325 0400,0.0,M,O,401.0,MINI-MART,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,2020,2020,4,4,18,18
1ST                          ST,MEYLER,33.7433,-118.2967,2340.0,5.0,Harbor,555.0,1.0,0913 0429 0444 1813 2000,47.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,8,8,14,14
3500 W  SLAUSON                      AV,,33.989,-118.333,1300.0,12.0,77th Street,1232.0,1.0,0329 0913 1609,25.0,F,B,501.0,SINGLE FAMILY DWELLING,512.0,MACE/PEPPER SPRAY,AO,Adult Other,2020,2020,5,5,27,27
7900    SELMA                        AV,,34.0999,-118.3629,410.0,6.0,Hollywood,632.0,2.0,0329 1822,0.0,Unknown,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,24,23
YORK,FIGUEROA,34.1155,-118.1843,1200.0,11.0,Northeast,1128.0,1.0,1310 1309 1312 0302 0319 0443 0913,40.0,F,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,2020,2020,3,3,15,15
800    CRENSHAW                     BL,,34.0585,-118.3262,2300.0,7.0,Wilshire,749.0,1.0,0344 1609 1414,54.0,M,W,707.0,GARAGE/CARPORT,0.0,No Weapon,IC,Invest Cont,2020,2020,6,6,11,5
4400 W  4TH                          ST,,34.0671,-118.3141,1435.0,20.0,Olympic,2022.0,1.0,1822 0342 0326 1309 0344,20.0,M,O,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,3,3
3500 W  58TH                         PL,,33.9881,-118.3352,2125.0,12.0,77th Street,1232.0,1.0,1100 0430 1402 1822 0342 1300 0216 0906,56.0,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,2020,2020,12,12,29,29
1900 S  HOLT                         AV,,34.0412,-118.3814,1800.0,8.0,West LA,889.0,1.0,0344 0385 1822,30.0,F,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,6,6,26,25
300 S  WESTLAKE                     AV,,34.0608,-118.2726,2340.0,2.0,Rampart,246.0,2.0,0913 0416 2000 1814,29.0,F,O,510.0,NURSING/CONVALESCENT/RETIREMENT HOME,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,6,6,18,13
