,Location,Cross_Street,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Weapon_Used_Code,Weapon_Description,Status,Status_Description
11344,10900    ROCHESTER                    AV,,34.0562,-118.4423,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1502.0,8.0,West LA,833.0,1.0,0344 0394 1822 1420 1414,25.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
14572,3900    HILLCREST                    DR,,34.017,-118.3477,09/04/2020 12:00:00 AM,09/04/2020 12:00:00 AM,935.0,3.0,Southwest,362.0,2.0,0342 0360 0417 0448 0913 1202,65.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
4209,8600 S  BROADWAY,,33.9596,-118.2783,07/04/2020 12:00:00 AM,07/03/2020 12:00:00 AM,1800.0,18.0,Southeast,1802.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
11762,6100    RESEDA                       BL,,34.1847,-118.5441,10/28/2020 12:00:00 AM,10/28/2020 12:00:00 AM,2100.0,10.0,West Valley,1033.0,2.0,0329 1822 1414 1420,0.0,M,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont
12368,400 N  OXFORD                       AV,,34.0776,-118.308,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,115.0,20.0,Olympic,2004.0,2.0,1402 0329 1822,33.0,M,H,101.0,STREET,,,AA,Adult Arrest
13510,8200    AVALON                       BL,,33.9647,-118.2651,05/30/2020 12:00:00 AM,05/30/2020 12:00:00 AM,1430.0,12.0,77th Street,1269.0,2.0,1822 0361 0400 0416 0342,21.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
18245,3400 W  6TH                          ST,,34.0636,-118.2954,02/25/2020 12:00:00 AM,02/25/2020 12:00:00 AM,1905.0,20.0,Olympic,2027.0,1.0,0104 1822,0.0,X,X,402.0,MARKET,,,IC,Invest Cont
10701,5000    OBAMA                        BL,,34.0171,-118.3531,01/25/2020 12:00:00 AM,01/25/2020 12:00:00 AM,1250.0,3.0,Southwest,361.0,1.0,0325 0104 0216,19.0,X,X,402.0,MARKET,,,IC,Invest Cont
1980,87TH,CENTRAL,33.9593,-118.2564,04/26/2020 12:00:00 AM,04/22/2020 12:00:00 AM,5.0,18.0,Southeast,1804.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
5690,21000    GAULT                        ST,,34.1992,-118.5906,08/07/2020 12:00:00 AM,07/07/2020 12:00:00 AM,1.0,21.0,Topanga,2147.0,2.0,0561 1202 0930 0922 0929,65.0,M,O,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other
12146,19500    GILMORE                      ST,,34.1875,-118.5583,05/23/2020 12:00:00 AM,05/22/2020 12:00:00 AM,2230.0,10.0,West Valley,1031.0,2.0,1822 0329 1402,46.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
5758,100 W  PACIFIC COAST                HY,,33.7912,-118.2633,03/21/2020 12:00:00 AM,02/20/2020 12:00:00 AM,1030.0,5.0,Harbor,516.0,2.0,0329 1236,0.0,X,X,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont
376,100 E  94TH                         ST,,33.951,-118.2739,09/25/2020 12:00:00 AM,09/25/2020 12:00:00 AM,1145.0,18.0,Southeast,1822.0,2.0,1300 1822 0522,46.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
9848,700 W  30TH                         ST,,34.0258,-118.2796,04/21/2020 12:00:00 AM,04/20/2020 12:00:00 AM,1400.0,3.0,Southwest,328.0,2.0,1251 0329 1307,22.0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont
16358,3700    OVERLAND                     AV,,34.021,-118.4087,09/14/2020 12:00:00 AM,09/14/2020 12:00:00 AM,1045.0,14.0,Pacific,1406.0,2.0,1501,23.0,M,O,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest
3100,LAUREL CANYON                BL,VANOWEN                      ST,34.194,-118.3965,10/23/2020 12:00:00 AM,10/11/2020 12:00:00 AM,1700.0,15.0,N Hollywood,1514.0,2.0,2000 0416,24.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest
9996,103RD                        ST,AVALON,33.9429,-118.2652,06/10/2020 12:00:00 AM,06/10/2020 12:00:00 AM,1810.0,18.0,Southeast,1823.0,1.0,1822 0344 1300 1612,46.0,F,H,108.0,PARKING LOT,,,IC,Invest Cont
5865,200 E  79TH                         ST,,33.9679,-118.2717,04/10/2020 12:00:00 AM,04/10/2020 12:00:00 AM,1420.0,12.0,77th Street,1268.0,1.0,1202 1309 0416 0445 1822,69.0,F,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont
19818,4400    TUJUNGA                      AV,,34.1504,-118.379,11/09/2020 12:00:00 AM,11/09/2020 12:00:00 AM,5.0,15.0,N Hollywood,1565.0,1.0,0344,30.0,M,W,104.0,DRIVEWAY,,,IC,Invest Cont
4111,11100    AVALON                       BL,,33.9348,-118.2652,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1200.0,18.0,Southeast,1844.0,1.0,0913 0603 0417,57.0,M,H,121.0,YARD (RESIDENTIAL/BUSINESS),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
11585,226TH,HARVARD,33.8213,-118.3064,04/10/2020 12:00:00 AM,04/10/2020 12:00:00 AM,1825.0,5.0,Harbor,507.0,1.0,0302 0342 1240 0334 0450 1822 0906 1310,22.0,F,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont
5522,600 S  FIGUEROA                     ST,,34.0509,-118.2585,01/31/2020 12:00:00 AM,01/31/2020 12:00:00 AM,830.0,1.0,Central,152.0,2.0,0910 0444 0416,59.0,M,H,903.0,MTA - RED LINE - 7TH AND METRO CENTER,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
2700,7TH                          ST,GLADYS,34.0387,-118.2439,08/14/2020 12:00:00 AM,08/14/2020 12:00:00 AM,1240.0,13.0,Newton,1307.0,1.0,0906 1218 1402 0411 1822,55.0,M,B,101.0,STREET,218.0,OTHER CUTTING INSTRUMENT,IC,Invest Cont
7697,WYANDOTTE,SEPULVEDA,34.203,-118.4662,05/10/2020 12:00:00 AM,05/10/2020 12:00:00 AM,1.0,9.0,Van Nuys,901.0,2.0,0444 0416 0443 2004,49.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
2041,6600    CRENSHAW                     BL,,33.9797,-118.3309,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,730.0,12.0,77th Street,1241.0,1.0,0344 1606 1822 0216,52.0,F,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont
4325,6600    LAUREL CANYON                BL,,34.2003,-118.4002,07/22/2020 12:00:00 AM,07/22/2020 12:00:00 AM,1215.0,15.0,N Hollywood,1503.0,2.0,0356 2004,28.0,M,H,402.0,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest
18476,5100    ROCKLAND                     AV,,34.1393,-118.2152,05/24/2020 12:00:00 AM,05/23/2020 12:00:00 AM,829.0,11.0,Northeast,1105.0,2.0,1501,30.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
15322,49TH                         ST,MCKINLEY,33.9987,-118.2609,11/09/2020 12:00:00 AM,11/05/2020 12:00:00 AM,530.0,13.0,Newton,1363.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
18786,BLEDSOE                      ST,SAN DIMAS                    FY,34.3196,-118.4561,06/10/2020 12:00:00 AM,06/10/2020 12:00:00 AM,1054.0,19.0,Mission,1902.0,1.0,2004,19.0,X,X,110.0,FREEWAY,,,IC,Invest Cont
6907,QUEEN ANNE                   PL,12TH,34.0516,-118.3314,01/15/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1330.0,7.0,Wilshire,758.0,1.0,0400 0344 1822,16.0,M,H,102.0,SIDEWALK,515.0,PHYSICAL PRESENCE,IC,Invest Cont
8658,15000    NORDHOFF                     ST,,34.2434,-118.4611,12/03/2020 12:00:00 AM,12/02/2020 12:00:00 AM,2200.0,19.0,Mission,1962.0,1.0,,0.0,,,103.0,ALLEY,,,IC,Invest Cont
9954,1300 N  LA BREA                      AV,,34.0962,-118.349,12/23/2020 12:00:00 AM,12/23/2020 12:00:00 AM,1940.0,6.0,Hollywood,644.0,1.0,0334 0344 0325 1822,0.0,X,X,203.0,OTHER BUSINESS,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest
197,14600    RAYEN                        ST,,34.2318,-118.4503,02/22/2020 12:00:00 AM,02/22/2020 12:00:00 AM,1355.0,19.0,Mission,1985.0,2.0,1202 0421,64.0,M,H,101.0,STREET,511.0,VERBAL THREAT,IC,Invest Cont
18135,5500    CANOGA                       AV,,34.1715,-118.5974,02/16/2020 12:00:00 AM,02/16/2020 12:00:00 AM,2120.0,21.0,Topanga,2177.0,1.0,2000 0444 0429 0408 1814 0913,23.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest
18322,11000    STRATHMORE                   DR,,34.0657,-118.4505,02/21/2020 12:00:00 AM,02/20/2020 12:00:00 AM,2000.0,8.0,West LA,838.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
3996,SWEETZER                     AV,4TH                          ST,34.0709,-118.3703,02/02/2020 12:00:00 AM,01/31/2020 12:00:00 AM,2030.0,7.0,Wilshire,723.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
2006,8800    KESTER                       AV,,34.2301,-118.4575,03/14/2020 12:00:00 AM,03/14/2020 12:00:00 AM,2100.0,19.0,Mission,1984.0,2.0,1259 0416 0401,15.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest
4869,500 S  MARIPOSA                     AV,,34.0642,-118.2992,02/03/2020 12:00:00 AM,02/01/2020 12:00:00 AM,1400.0,20.0,Olympic,2027.0,2.0,0416 0445 0553 1251 1258 0913,6.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",301.0,BELT FLAILING INSTRUMENT/CHAIN,AO,Adult Other
13145,PACIFIC,10TH,33.7347,-118.2879,06/06/2020 12:00:00 AM,06/06/2020 12:00:00 AM,900.0,5.0,Harbor,563.0,2.0,1822 0356 1202 1309,63.0,F,W,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont
8283,14300    ADDISON                      ST,,34.1611,-118.4443,07/20/2020 12:00:00 AM,07/01/2020 12:00:00 AM,800.0,9.0,Van Nuys,964.0,1.0,0344,47.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
8368,HOLLYWOOD                    BL,LAS PALMAS,34.1016,-118.3361,07/18/2020 12:00:00 AM,07/18/2020 12:00:00 AM,1350.0,6.0,Hollywood,636.0,2.0,0329 1609,0.0,X,X,102.0,SIDEWALK,,,IC,Invest Cont
14598,9000    INDEPENDENCE                 AV,,34.2339,-118.5907,08/22/2020 12:00:00 AM,08/16/2020 12:00:00 AM,2130.0,17.0,Devonshire,1781.0,1.0,1601 1300 1203 0344,46.0,M,W,509.0,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,,,IC,Invest Cont
1610,5400    QUAKERTOWN                   AV,,34.1681,-118.5696,09/24/2020 12:00:00 AM,09/24/2020 12:00:00 AM,1330.0,21.0,Topanga,2189.0,1.0,0344 0352,26.0,M,O,101.0,STREET,,,IC,Invest Cont
8836,700 S  WESTLAKE                     AV,,34.0557,-118.2758,09/06/2020 12:00:00 AM,09/06/2020 12:00:00 AM,2000.0,2.0,Rampart,265.0,2.0,0448 1822,37.0,F,H,515.0,APARTMENT/CONDO COMMON LAUNDRY ROOM,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
12231,1700 N  BERENDO                      ST,,34.1018,-118.2945,06/18/2020 12:00:00 AM,06/16/2020 12:00:00 AM,1830.0,11.0,Northeast,1141.0,1.0,1300 0385,43.0,M,H,101.0,STREET,,,IC,Invest Cont
19050,11000    MCCORMICK                    ST,,34.1659,-118.3725,06/28/2020 12:00:00 AM,06/23/2020 12:00:00 AM,2300.0,15.0,N Hollywood,1548.0,1.0,0344 1607,34.0,M,O,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont
19808,UNION                        AV,VENICE                       BL,34.0416,-118.2791,05/14/2020 12:00:00 AM,05/13/2020 12:00:00 AM,2230.0,2.0,Rampart,295.0,2.0,1300 0329 0342 0913 1817 1310,24.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont
13034,3900    INGLEWOOD                    BL,,34.0041,-118.4273,02/19/2020 12:00:00 AM,02/19/2020 12:00:00 AM,1110.0,14.0,Pacific,1446.0,2.0,1912,46.0,M,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont
16814,12TH,BROADWAY,34.0382,-118.2603,12/02/2020 12:00:00 AM,12/02/2020 12:00:00 AM,700.0,1.0,Central,185.0,1.0,1420 1822 0344 0917 0345,55.0,M,H,101.0,STREET,,,IC,Invest Cont
4271,2600 W  67TH                         ST,,33.9818,-118.3221,10/12/2022 12:00:00 AM,01/17/2020 12:00:00 AM,1.0,12.0,77th Street,1242.0,2.0,0100 0930 1822,49.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
8979,800    YALE                         ST,,34.0632,-118.2408,07/19/2020 12:00:00 AM,07/18/2020 12:00:00 AM,1900.0,1.0,Central,111.0,1.0,,0.0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont
17468,5400 S  FIGUEROA                     ST,,33.9923,-118.287,09/24/2020 12:00:00 AM,09/24/2020 12:00:00 AM,1430.0,12.0,77th Street,1218.0,1.0,1822 1100 0312 0334 1402 1407 0906,0.0,M,B,108.0,PARKING LOT,102.0,HAND GUN,AA,Adult Arrest
6056,1800 N  HARVARD                      BL,,34.1039,-118.305,07/20/2020 12:00:00 AM,07/17/2020 12:00:00 AM,1500.0,6.0,Hollywood,639.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
3243,4400    PLACIDIA                     AV,,34.1504,-118.356,10/22/2020 12:00:00 AM,10/21/2020 12:00:00 AM,1800.0,15.0,N Hollywood,1569.0,2.0,0329 1300,49.0,M,W,504.0,OTHER RESIDENCE,,,IC,Invest Cont
15445,4600    OBAMA                        BL,,34.0213,-118.3467,01/05/2021 12:00:00 AM,12/24/2020 12:00:00 AM,1245.0,3.0,Southwest,362.0,2.0,0930 0929 0922 0100,24.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
19013,CONSTANCE                    ST,PICO                         BL,34.0451,-118.2779,02/08/2020 12:00:00 AM,02/08/2020 12:00:00 AM,2000.0,2.0,Rampart,295.0,1.0,0344 0216 0345 1822 1251 0346,99.0,M,H,102.0,SIDEWALK,,,IC,Invest Cont
11667,200 S  BONNIE BRAE                  ST,,34.0632,-118.2694,11/03/2020 12:00:00 AM,11/03/2020 12:00:00 AM,300.0,2.0,Rampart,236.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
7010,FILMORE                      ST,BROMONT                      ST,34.2826,-118.4066,09/26/2020 12:00:00 AM,09/22/2020 12:00:00 AM,1800.0,16.0,Foothill,1602.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
11381,3100    DURAND                       DR,,34.1245,-118.3235,02/28/2020 12:00:00 AM,02/28/2020 12:00:00 AM,235.0,6.0,Hollywood,615.0,1.0,2004 0344 0314,59.0,F,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest
12085,WYANDOTTE,OWENSMOUTH,34.2029,-118.6016,05/20/2020 12:00:00 AM,05/15/2020 12:00:00 AM,2240.0,21.0,Topanga,2136.0,2.0,0930 1822,38.0,F,W,101.0,STREET,,,AA,Adult Arrest
60,41ST                         PL,ALAMEDA                      ST,34.0349,-118.2436,03/09/2020 12:00:00 AM,03/07/2020 12:00:00 AM,1500.0,13.0,Newton,1307.0,2.0,1218 2004 1206 0345 1822,52.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
7857,2600    JAMES M WOOD                 BL,,34.0559,-118.2842,08/04/2020 12:00:00 AM,08/04/2020 12:00:00 AM,1500.0,20.0,Olympic,2049.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
10403,900 E  43RD                         ST,,34.0057,-118.2599,06/18/2020 12:00:00 AM,06/17/2020 12:00:00 AM,1900.0,13.0,Newton,1353.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
3119,3800    WILSHIRE                     BL,,34.0655,-118.3114,06/26/2020 12:00:00 AM,05/20/2020 12:00:00 AM,600.0,20.0,Olympic,2022.0,1.0,1822 0344 0358 0342 0397 1275,0.0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont
495,3900    GIBRALTAR                    AV,,34.0161,-118.3546,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,2000.0,3.0,Southwest,361.0,2.0,2000 1813 0913 0416 0446,30.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest
4939,19500    NORMANDIE                    AV,,33.8535,-118.2992,12/27/2020 12:00:00 AM,12/27/2020 12:00:00 AM,1230.0,5.0,Harbor,504.0,2.0,0100,56.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
7964,15300    STONEWOOD                    TR,,34.1343,-118.4679,01/26/2021 12:00:00 AM,11/05/2020 12:00:00 AM,1200.0,9.0,Van Nuys,991.0,1.0,0344 1822,42.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
650,1900    CLINTON                      ST,,34.073,-118.264,03/14/2020 12:00:00 AM,03/14/2020 12:00:00 AM,1700.0,2.0,Rampart,217.0,1.0,0334 0302 1300 1309 1822,28.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,AA,Adult Arrest
12487,22000    DE LA GUERRA                 ST,,34.1643,-118.6079,08/10/2020 12:00:00 AM,08/09/2020 12:00:00 AM,2000.0,21.0,Topanga,2185.0,1.0,1606 0930 0344,71.0,M,W,104.0,DRIVEWAY,,,IC,Invest Cont
8575,1400 S  ORANGE                       DR,,34.0473,-118.3472,12/13/2020 12:00:00 AM,12/13/2020 12:00:00 AM,330.0,7.0,Wilshire,765.0,2.0,1309 0913,36.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
11608,2300 W  JEFFERSON                    BL,,34.0256,-118.3208,07/05/2020 12:00:00 AM,07/05/2020 12:00:00 AM,2115.0,3.0,Southwest,354.0,1.0,1822 0443,20.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont
257,600 S  WESTERN                      AV,,34.0655,-118.3114,02/15/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1900.0,20.0,Olympic,2022.0,1.0,0344,32.0,M,A,108.0,PARKING LOT,,,IC,Invest Cont
12898,1500    JAMES M WOOD                 BL,,34.05,-118.2714,07/03/2020 12:00:00 AM,07/02/2020 12:00:00 AM,1800.0,2.0,Rampart,279.0,1.0,,0.0,,,101.0,STREET,,,AO,Adult Other
19826,1500    CANYON                       DR,,34.0993,-118.3166,04/30/2020 12:00:00 AM,04/28/2020 12:00:00 AM,1900.0,6.0,Hollywood,647.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
12747,3RD                          AV,ROSE                         BL,33.997,-118.4761,11/03/2020 12:00:00 AM,11/03/2020 12:00:00 AM,205.0,14.0,Pacific,1413.0,1.0,0334 0344 0355 0216 0209 1309 0342 0326,51.0,M,B,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont
1562,500 S  BROADWAY,,34.0481,-118.2507,06/06/2020 12:00:00 AM,06/06/2020 12:00:00 AM,1640.0,1.0,Central,153.0,1.0,0945 1822 1420 0325 2004 2003 0344,0.0,X,X,403.0,DRUG STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
11397,14100    MAGNOLIA                     BL,,34.1668,-118.4445,04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,1630.0,9.0,Van Nuys,955.0,2.0,0377 1822,20.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
19689,2100    BAXTER                       ST,,34.0915,-118.255,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1550.0,11.0,Northeast,1173.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
10125,12100    VICTORY                      BL,,34.1867,-118.3965,02/05/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1900.0,15.0,N Hollywood,1524.0,1.0,0325 1309,0.0,M,O,242.0,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",,,IC,Invest Cont
1882,2300    BRONSON HILL                 DR,,34.1118,-118.3157,10/10/2020 12:00:00 AM,10/10/2020 12:00:00 AM,1140.0,6.0,Hollywood,629.0,2.0,1822,63.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
9267,9300    OSO                          AV,,34.2392,-118.5754,12/11/2020 12:00:00 AM,12/11/2020 12:00:00 AM,1230.0,17.0,Devonshire,1771.0,2.0,0329,0.0,X,X,108.0,PARKING LOT,,,AO,Adult Other
18885,15300    VENTURA                      BL,,34.1564,-118.463,02/09/2020 12:00:00 AM,02/02/2020 12:00:00 AM,830.0,9.0,Van Nuys,971.0,1.0,0344 2032,31.0,M,B,717.0,HEALTH SPA/GYM,,,IC,Invest Cont
1624,2800    VIA CABRILLO MARINA,,33.7175,-118.2826,10/29/2020 12:00:00 AM,10/29/2020 12:00:00 AM,1430.0,5.0,Harbor,589.0,2.0,1300 0329 1309 1822,61.0,M,X,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont
14471,1700    WESTWOOD                     BL,,34.0513,-118.4383,08/03/2020 12:00:00 AM,08/03/2020 12:00:00 AM,1530.0,8.0,West LA,855.0,1.0,,0.0,,,101.0,STREET,,,AO,Adult Other
5164,6100    RESEDA                       BL,,34.1807,-118.536,11/03/2020 12:00:00 AM,10/16/2020 12:00:00 AM,2000.0,10.0,West Valley,1034.0,2.0,0329 1822 0311 1420 1414,0.0,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont
17243,1800    GARFIELD                     PL,,34.1036,-118.3107,05/15/2020 12:00:00 AM,05/14/2020 12:00:00 AM,2100.0,6.0,Hollywood,638.0,1.0,1300 1307 1601 1609 0329 0344,26.0,M,O,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont
5440,500    WORLD WAY,,33.9427,-118.4052,08/07/2020 12:00:00 AM,08/07/2020 12:00:00 AM,40.0,14.0,Pacific,1494.0,2.0,1300 0400 1501 2004,48.0,M,H,123.0,PARKING UNDERGROUND/BUILDING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
19115,6300    YUCCA                        ST,,34.1038,-118.3267,02/13/2020 12:00:00 AM,02/13/2020 12:00:00 AM,1035.0,6.0,Hollywood,636.0,1.0,0400 0444 1822 0216 0416,38.0,M,H,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
8936,9200    SHIRLEY                      AV,,34.2374,-118.558,09/09/2020 12:00:00 AM,09/08/2020 12:00:00 AM,1735.0,17.0,Devonshire,1764.0,1.0,0325 0352 1300,0.0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont
2529,100 N  OXFORD                       AV,,34.0737,-118.3079,04/20/2020 12:00:00 AM,04/06/2020 12:00:00 AM,1810.0,20.0,Olympic,2013.0,2.0,1822 1202 0100,63.0,F,K,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
3204,14300    DICKENS                      ST,,34.1491,-118.4444,02/21/2020 12:00:00 AM,02/21/2020 12:00:00 AM,1020.0,9.0,Van Nuys,985.0,1.0,0394,39.0,F,W,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont
5997,SUNSET,SYCAMORE,34.098,-118.3425,10/13/2020 12:00:00 AM,10/13/2020 12:00:00 AM,1705.0,6.0,Hollywood,645.0,1.0,1822 2004 1300 1601 0344 0377,22.0,F,H,108.0,PARKING LOT,,,IC,Invest Cont
557,SAN PEDRO                    ST,CENTURY                      BL,33.9456,-118.2695,05/23/2020 12:00:00 AM,05/21/2020 12:00:00 AM,2300.0,18.0,Southeast,1823.0,2.0,1300 0329 0342 1202 1822,67.0,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont
2658,AUCKLAND,BURBANK,34.1722,-118.3604,04/05/2020 12:00:00 AM,04/05/2020 12:00:00 AM,100.0,15.0,N Hollywood,1549.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
4145,600    LUCAS                        AV,,34.0552,-118.2675,10/27/2020 12:00:00 AM,10/26/2020 12:00:00 AM,1700.0,2.0,Rampart,257.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
10720,13700    OXNARD                       ST,,34.1794,-118.4312,05/16/2020 12:00:00 AM,05/16/2020 12:00:00 AM,45.0,9.0,Van Nuys,946.0,1.0,0344,59.0,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont
1880,04100    4TH                          AV,,34.0103,-118.3214,07/10/2020 12:00:00 AM,07/09/2020 12:00:00 AM,215.0,3.0,Southwest,394.0,1.0,1501,38.0,M,B,101.0,STREET,506.0,FIRE,IC,Invest Cont
8822,WHITE OAK,ROSCOE,34.221,-118.5186,04/20/2020 12:00:00 AM,04/20/2020 12:00:00 AM,230.0,10.0,West Valley,1006.0,2.0,2000 0416 0913 0319 1814,35.0,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
3215,1200 S  FIGUEROA                     ST,,34.0423,-118.2666,03/13/2020 12:00:00 AM,03/12/2020 12:00:00 AM,1800.0,1.0,Central,182.0,1.0,0344 1822 1300,38.0,M,O,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont
