,Crime_Category
7612,Crimes against Public Order
6536,Property Crimes
12243,Property Crimes
9558,Property Crimes
5923,Violent Crimes
16834,Property Crimes
7648,Property Crimes
7924,Fraud and White-Collar Crimes
8220,Property Crimes
9060,Crimes against Public Order
4680,Violent Crimes
1910,Property Crimes
19536,Fraud and White-Collar Crimes
6499,Violent Crimes
14087,Violent Crimes
11280,Fraud and White-Collar Crimes
19195,Crimes against Public Order
5396,Violent Crimes
18687,Violent Crimes
15437,Crimes against Public Order
659,Property Crimes
6807,Property Crimes
3563,Property Crimes
1050,Property Crimes
17856,Violent Crimes
19333,Crimes against Public Order
14626,Violent Crimes
7724,Violent Crimes
1801,Violent Crimes
18686,Property Crimes
19919,Property Crimes
1059,Fraud and White-Collar Crimes
16712,Violent Crimes
5831,Property Crimes
2416,Crimes against Public Order
11979,Property Crimes
2227,Fraud and White-Collar Crimes
11490,Crimes against Public Order
11259,Property Crimes
7677,Violent Crimes
9062,Property Crimes
10497,Violent Crimes
9787,Property Crimes
16356,Property Crimes
16126,Crimes against Public Order
214,Other Crimes
13907,Violent Crimes
11388,Property Crimes
5459,Violent Crimes
151,Property Crimes
18364,Property Crimes
14996,Crimes against Public Order
13568,Violent Crimes
15189,Fraud and White-Collar Crimes
2827,Crimes against Public Order
2148,Property Crimes
17812,Property Crimes
150,Property Crimes
4918,Crimes against Public Order
12803,Fraud and White-Collar Crimes
13965,Property Crimes
9037,Property Crimes
8902,Property Crimes
13549,Property Crimes
16988,Violent Crimes
5398,Property Crimes
8994,Property Crimes
1753,Crimes against Public Order
19025,Violent Crimes
1141,Crimes against Public Order
17739,Violent Crimes
11341,Property Crimes
10543,Fraud and White-Collar Crimes
3618,Violent Crimes
11806,Crimes against Public Order
12203,Fraud and White-Collar Crimes
14937,Other Crimes
7365,Crimes against Public Order
1323,Violent Crimes
12103,Property Crimes
3525,Violent Crimes
18930,Fraud and White-Collar Crimes
12798,Property Crimes
9809,Property Crimes
14615,Violent Crimes
9305,Violent Crimes
4820,Property Crimes
12974,Crimes against Public Order
1331,Violent Crimes
2956,Violent Crimes
17541,Property Crimes
15869,Property Crimes
11351,Property Crimes
3284,Property Crimes
18960,Fraud and White-Collar Crimes
4786,Property Crimes
3939,Property Crimes
15938,Property Crimes
3017,Property Crimes
13161,Property Crimes
16091,Property Crimes
17446,Crimes against Public Order
3368,Property Crimes
1227,Property Crimes
11705,Property Crimes
18177,Property Crimes
18022,Property Crimes
4836,Violent Crimes
10015,Property Crimes
12793,Crimes against Public Order
15880,Property Crimes
19918,Property Crimes
14992,Property Crimes
10522,Property Crimes
7096,Violent Crimes
18464,Fraud and White-Collar Crimes
14130,Property Crimes
9404,Property Crimes
14356,Property Crimes
19809,Violent Crimes
4259,Fraud and White-Collar Crimes
7356,Property Crimes
15319,Violent Crimes
19836,Violent Crimes
152,Crimes against Public Order
15393,Property Crimes
14097,Property Crimes
2203,Fraud and White-Collar Crimes
837,Violent Crimes
4513,Property Crimes
13459,Property Crimes
12696,Violent Crimes
5502,Violent Crimes
164,Crimes against Public Order
18850,Property Crimes
665,Property Crimes
12573,Property Crimes
14520,Property Crimes
2232,Property Crimes
12725,Violent Crimes
11195,Property Crimes
18535,Property Crimes
9350,Property Crimes
7523,Crimes against Public Order
16458,Violent Crimes
16651,Property Crimes
4844,Property Crimes
5659,Crimes against Public Order
18019,Property Crimes
603,Property Crimes
11429,Property Crimes
6168,Property Crimes
14039,Property Crimes
3015,Property Crimes
14759,Property Crimes
7873,Property Crimes
1412,Crimes against Public Order
18818,Violent Crimes
11554,Violent Crimes
1587,Violent Crimes
12684,Property Crimes
18285,Property Crimes
2985,Violent Crimes
15798,Property Crimes
11640,Violent Crimes
19269,Property Crimes
13931,Violent Crimes
13570,Property Crimes
14031,Violent Crimes
5759,Property Crimes
17671,Property Crimes
9351,Crimes against Public Order
9695,Property Crimes
19244,Property Crimes
15924,Property Crimes
11349,Violent Crimes
16576,Property Crimes
13153,Property Crimes
457,Property Crimes
11430,Property Crimes
13960,Fraud and White-Collar Crimes
66,Property Crimes
17149,Property Crimes
4647,Violent Crimes
17386,Crimes against Public Order
14068,Property Crimes
16163,Property Crimes
7791,Crimes against Public Order
3193,Property Crimes
9503,Property Crimes
12515,Violent Crimes
1270,Property Crimes
5481,Property Crimes
17249,Property Crimes
10495,Crimes against Public Order
11467,Property Crimes
2612,Fraud and White-Collar Crimes
14124,Crimes against Public Order
15277,Property Crimes
1137,Property Crimes
4813,Property Crimes
12057,Property Crimes
14049,Violent Crimes
14324,Property Crimes
2213,Property Crimes
11107,Property Crimes
897,Property Crimes
1962,Property Crimes
16906,Crimes against Public Order
18157,Property Crimes
4858,Property Crimes
16779,Property Crimes
15101,Property Crimes
18124,Fraud and White-Collar Crimes
12421,Violent Crimes
7482,Property Crimes
15691,Property Crimes
2903,Violent Crimes
18971,Crimes against Public Order
3004,Violent Crimes
12038,Property Crimes
15296,Property Crimes
16255,Violent Crimes
8097,Property Crimes
9129,Property Crimes
7919,Property Crimes
16678,Crimes against Public Order
18250,Property Crimes
4091,Property Crimes
12355,Property Crimes
12289,Property Crimes
8400,Violent Crimes
5851,Property Crimes
19347,Property Crimes
8762,Property Crimes
5746,Property Crimes
4756,Crimes against Public Order
11371,Property Crimes
4446,Property Crimes
10673,Property Crimes
16521,Property Crimes
16160,Property Crimes
9994,Property Crimes
8394,Violent Crimes
3440,Crimes against Public Order
8646,Property Crimes
13225,Crimes against Public Order
7759,Property Crimes
6895,Property Crimes
10764,Property Crimes
7269,Property Crimes
19342,Fraud and White-Collar Crimes
1766,Property Crimes
13645,Property Crimes
2970,Violent Crimes
18700,Crimes against Persons
5632,Crimes against Public Order
18590,Property Crimes
15999,Violent Crimes
304,Property Crimes
4662,Property Crimes
7511,Violent Crimes
1267,Property Crimes
18429,Property Crimes
169,Property Crimes
9336,Property Crimes
13734,Property Crimes
6669,Property Crimes
10132,Property Crimes
18392,Violent Crimes
2463,Property Crimes
8956,Fraud and White-Collar Crimes
12756,Property Crimes
6065,Crimes against Persons
3543,Property Crimes
7100,Property Crimes
16860,Violent Crimes
18785,Property Crimes
15288,Violent Crimes
12221,Fraud and White-Collar Crimes
3000,Property Crimes
4737,Violent Crimes
9140,Property Crimes
234,Property Crimes
16830,Violent Crimes
7207,Property Crimes
12797,Property Crimes
12816,Violent Crimes
14029,Property Crimes
2751,Fraud and White-Collar Crimes
3888,Property Crimes
16077,Property Crimes
2405,Property Crimes
18559,Fraud and White-Collar Crimes
6226,Violent Crimes
7293,Property Crimes
2258,Property Crimes
915,Property Crimes
4431,Property Crimes
12749,Violent Crimes
1922,Property Crimes
13413,Violent Crimes
317,Crimes against Public Order
19513,Violent Crimes
13300,Property Crimes
1348,Property Crimes
8918,Violent Crimes
5707,Fraud and White-Collar Crimes
15941,Property Crimes
18438,Property Crimes
4013,Property Crimes
7878,Property Crimes
16150,Property Crimes
8366,Violent Crimes
19724,Crimes against Public Order
7937,Property Crimes
16185,Violent Crimes
9909,Violent Crimes
10635,Violent Crimes
4067,Property Crimes
14491,Property Crimes
11633,Violent Crimes
9361,Property Crimes
5606,Property Crimes
8328,Property Crimes
7695,Fraud and White-Collar Crimes
8113,Crimes against Public Order
12328,Fraud and White-Collar Crimes
16937,Property Crimes
8738,Property Crimes
7741,Violent Crimes
19222,Crimes against Public Order
17501,Property Crimes
13401,Property Crimes
3080,Property Crimes
3955,Violent Crimes
4051,Property Crimes
10399,Crimes against Public Order
15394,Fraud and White-Collar Crimes
8523,Crimes against Public Order
1139,Property Crimes
12689,Property Crimes
15162,Property Crimes
6463,Property Crimes
11364,Crimes against Public Order
9168,Property Crimes
4011,Fraud and White-Collar Crimes
5920,Property Crimes
17253,Violent Crimes
5346,Violent Crimes
15227,Crimes against Public Order
5113,Violent Crimes
11665,Violent Crimes
1586,Property Crimes
8102,Property Crimes
16062,Property Crimes
8196,Violent Crimes
15132,Crimes against Public Order
3840,Property Crimes
5027,Property Crimes
5797,Property Crimes
18076,Property Crimes
16497,Property Crimes
12371,Violent Crimes
13419,Property Crimes
12361,Fraud and White-Collar Crimes
184,Property Crimes
3254,Property Crimes
4120,Property Crimes
14470,Other Crimes
13735,Property Crimes
6297,Property Crimes
3880,Crimes against Public Order
9394,Property Crimes
9219,Property Crimes
11831,Fraud and White-Collar Crimes
14194,Violent Crimes
2599,Fraud and White-Collar Crimes
18803,Violent Crimes
7403,Property Crimes
3332,Property Crimes
154,Property Crimes
739,Property Crimes
7970,Property Crimes
5050,Violent Crimes
10485,Violent Crimes
4808,Crimes against Public Order
3953,Property Crimes
11150,Violent Crimes
15129,Violent Crimes
7445,Property Crimes
1463,Property Crimes
4316,Property Crimes
15503,Property Crimes
13050,Crimes against Public Order
3039,Crimes against Persons
2611,Violent Crimes
305,Property Crimes
13512,Violent Crimes
14307,Property Crimes
451,Property Crimes
15628,Crimes against Public Order
18654,Property Crimes
3878,Property Crimes
15621,Property Crimes
5642,Property Crimes
18695,Property Crimes
8259,Violent Crimes
19696,Violent Crimes
10833,Other Crimes
19921,Violent Crimes
163,Crimes against Public Order
12312,Fraud and White-Collar Crimes
18517,Violent Crimes
1681,Property Crimes
17136,Property Crimes
7317,Crimes against Public Order
15843,Crimes against Public Order
588,Property Crimes
14138,Property Crimes
19708,Property Crimes
14035,Property Crimes
5885,Property Crimes
14617,Violent Crimes
7260,Property Crimes
10117,Property Crimes
18771,Property Crimes
19443,Violent Crimes
5571,Property Crimes
7047,Property Crimes
6362,Violent Crimes
12377,Property Crimes
3856,Property Crimes
14232,Violent Crimes
3795,Property Crimes
4850,Fraud and White-Collar Crimes
14462,Other Crimes
8120,Violent Crimes
17365,Crimes against Public Order
10617,Violent Crimes
5464,Violent Crimes
7230,Property Crimes
5057,Property Crimes
10897,Property Crimes
11394,Property Crimes
4281,Property Crimes
11053,Property Crimes
15631,Violent Crimes
1696,Violent Crimes
10855,Property Crimes
14647,Property Crimes
15462,Violent Crimes
13667,Violent Crimes
17265,Violent Crimes
14008,Violent Crimes
8610,Violent Crimes
4064,Property Crimes
12866,Property Crimes
6820,Fraud and White-Collar Crimes
15977,Crimes against Public Order
6102,Property Crimes
8163,Violent Crimes
15542,Property Crimes
5074,Property Crimes
10358,Property Crimes
12064,Crimes against Public Order
9658,Violent Crimes
12379,Fraud and White-Collar Crimes
12987,Property Crimes
18147,Violent Crimes
555,Violent Crimes
873,Violent Crimes
8943,Property Crimes
10053,Property Crimes
13701,Property Crimes
19017,Property Crimes
11764,Property Crimes
6528,Property Crimes
3247,Crimes against Persons
19976,Property Crimes
2984,Property Crimes
16119,Property Crimes
7127,Property Crimes
294,Property Crimes
5991,Crimes against Persons
19289,Violent Crimes
18414,Property Crimes
13180,Property Crimes
4415,Violent Crimes
6975,Property Crimes
9711,Property Crimes
17931,Fraud and White-Collar Crimes
14095,Violent Crimes
4978,Violent Crimes
12207,Violent Crimes
16445,Property Crimes
103,Property Crimes
8431,Property Crimes
8108,Violent Crimes
5061,Property Crimes
19228,Violent Crimes
12673,Property Crimes
16780,Violent Crimes
112,Violent Crimes
17996,Violent Crimes
417,Crimes against Public Order
17766,Property Crimes
758,Property Crimes
11975,Property Crimes
17404,Violent Crimes
12201,Violent Crimes
14800,Property Crimes
5591,Property Crimes
6086,Property Crimes
3644,Property Crimes
6890,Violent Crimes
18827,Property Crimes
18379,Violent Crimes
14987,Crimes against Public Order
15434,Property Crimes
6395,Property Crimes
19202,Property Crimes
7189,Property Crimes
16081,Property Crimes
10237,Crimes against Public Order
9479,Fraud and White-Collar Crimes
11246,Violent Crimes
7591,Property Crimes
18577,Crimes against Public Order
3602,Violent Crimes
2518,Property Crimes
17459,Property Crimes
4119,Property Crimes
452,Property Crimes
8887,Property Crimes
13545,Property Crimes
18689,Property Crimes
8292,Violent Crimes
3330,Property Crimes
13456,Violent Crimes
5329,Property Crimes
1255,Property Crimes
15187,Property Crimes
14241,Property Crimes
19072,Property Crimes
19081,Violent Crimes
8831,Violent Crimes
6584,Property Crimes
736,Violent Crimes
18833,Violent Crimes
17250,Property Crimes
17695,Property Crimes
17437,Property Crimes
14953,Property Crimes
4960,Violent Crimes
4464,Crimes against Public Order
2179,Fraud and White-Collar Crimes
16219,Property Crimes
14246,Other Crimes
3468,Crimes against Persons
14325,Property Crimes
1234,Property Crimes
1536,Property Crimes
17452,Crimes against Public Order
3900,Property Crimes
19678,Violent Crimes
18020,Violent Crimes
10093,Property Crimes
934,Property Crimes
13333,Property Crimes
11692,Property Crimes
19356,Property Crimes
9871,Property Crimes
9150,Fraud and White-Collar Crimes
8562,Violent Crimes
11500,Property Crimes
10513,Property Crimes
5307,Crimes against Public Order
10620,Property Crimes
16666,Property Crimes
12359,Fraud and White-Collar Crimes
10460,Violent Crimes
18598,Violent Crimes
11562,Fraud and White-Collar Crimes
7033,Other Crimes
19177,Crimes against Public Order
5023,Property Crimes
10510,Property Crimes
1308,Property Crimes
4062,Property Crimes
18564,Property Crimes
15180,Property Crimes
6474,Violent Crimes
13208,Property Crimes
9799,Property Crimes
2937,Violent Crimes
339,Property Crimes
1054,Property Crimes
17318,Property Crimes
5129,Property Crimes
11914,Violent Crimes
15995,Property Crimes
8867,Property Crimes
12489,Violent Crimes
10830,Property Crimes
19630,Crimes against Public Order
799,Property Crimes
15568,Property Crimes
8666,Violent Crimes
17378,Violent Crimes
3884,Fraud and White-Collar Crimes
3716,Property Crimes
3895,Property Crimes
343,Property Crimes
13080,Property Crimes
2028,Property Crimes
19313,Property Crimes
10661,Property Crimes
12845,Property Crimes
3663,Fraud and White-Collar Crimes
12903,Crimes against Persons
17837,Property Crimes
10971,Crimes against Public Order
4795,Property Crimes
5342,Property Crimes
10032,Other Crimes
15539,Violent Crimes
10633,Violent Crimes
13337,Property Crimes
6325,Violent Crimes
12238,Crimes against Public Order
2494,Fraud and White-Collar Crimes
10301,Property Crimes
14923,Property Crimes
16360,Property Crimes
3467,Property Crimes
2382,Property Crimes
6872,Property Crimes
19964,Property Crimes
13338,Violent Crimes
1995,Property Crimes
8796,Violent Crimes
13450,Property Crimes
6732,Fraud and White-Collar Crimes
5962,Property Crimes
16691,Property Crimes
19082,Property Crimes
520,Violent Crimes
6503,Property Crimes
1711,Property Crimes
6555,Property Crimes
2140,Property Crimes
14007,Crimes against Public Order
16002,Property Crimes
6539,Property Crimes
12857,Property Crimes
914,Violent Crimes
6964,Property Crimes
9086,Violent Crimes
16946,Property Crimes
12947,Fraud and White-Collar Crimes
